,Apache.csv,CM12.csv,CM13.csv,EQ.csv,JDT.csv,JM12.csv,JM13.csv,KC32.csv,KC33.csv,LC.csv,MC12.csv,MC13.csv,MC22.csv,MC23.csv,ML.csv,MW12.csv,MW13.csv,PDE.csv,Safe.csv,Zxing.csv,ant-1.3.csv,ant-1.4.csv,ant-1.5.csv,ant-1.6.csv,ant-1.7.csv,camel-1.0.csv,camel-1.2.csv,camel-1.4.csv,camel-1.6.csv,cm1.csv,ivy-1.1.csv,ivy-1.4.csv,ivy-2.0.csv,jedit-3.2.csv,jedit-4.0.csv,jedit-4.1.csv,jedit-4.2.csv,jedit-4.3.csv,jm1.csv,kc3.csv,log4j-1.0.csv,log4j-1.1.csv,log4j-1.2.csv,lucene-2.0.csv,lucene-2.2.csv,lucene-2.4.csv,mc1.csv,mc2.csv,mw1.csv,poi-1.5.csv,poi-2.0.csv,poi-2.5.csv,poi-3.0.csv,velocity-1.4.csv,velocity-1.5.csv,velocity-1.6.csv,xalan-2.4.csv,xalan-2.5.csv,xalan-2.6.csv,xalan-2.7.csv,xerces-1.0.csv,xerces-1.2.csv,xerces-1.3.csv,xerces-1.4.csv
jedit-4.1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jedit-4.2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jedit-4.3.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jm1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.07262247838616716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kc3.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log4j-1.0.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log4j-1.1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.021276595744680847,0.0,0.0,0.0,0.0,0.020942408376963352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
log4j-1.2.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,,0.6363636363636364,0.7365728900255754,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,0.8571428571428571,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
lucene-2.0.csv,0.7664670658682634,0.5045045045045046,0.4642857142857143,0.6969696969696969,0.5018181818181818,0.08552292632663576,0.09914712153518124,0.5420560747663551,0.5523809523809524,0.9473684210526315,0.08412698412698412,0.28712871287128716,0.5789473684210525,0.5789473684210525,0.46200607902735563,0.4660194174757281,0.5,0.4964028776978417,0.0,0.7407407407407407,0.4444444444444445,0.6486486486486486,0.5555555555555556,0.8466257668711656,0.5907172995780592,0.2736842105263158,0.49367088607594933,0.6094420600858369,0.5454545454545454,0.5178571428571428,0.7518796992481204,0.35555555555555557,0.6964285714285714,0.8750000000000001,0.9324324324324323,0.9324324324324325,0.7642276422764227,0.22916666666666669,0.09914712153518124,0.5523809523809524,0.6601941747572816,0.6981132075471698,0.5405405405405406,,0.638888888888889,0.5236363636363637,0.28712871287128716,0.5789473684210525,0.5,0.7149321266968326,0.5932203389830508,0.5,0.4444444444444444,0.6960352422907489,0.743362831858407,0.8481012658227848,0.7666666666666666,0.39350912778904673,0.5400696864111498,0.31992516370439666,0.7261146496815287,0.608187134502924,0.6832298136645962,0.3352380952380952
lucene-2.2.csv,0.6666666666666666,0.212987012987013,0.22764227642276422,0.5663716814159292,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3056768558951965,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.18637992831541217,0.24501758499413834,0.5454545454545455,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.49307479224376727,0.39370078740157477,0.39999999999999997,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3056768558951965,0.3928571428571428,0.4965517241379311,0.9567430025445292,0.631578947368421,,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.18637992831541217,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,0.8571428571428571,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
lucene-2.4.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,0.9593908629441625,0.6363636363636364,0.7365728900255754,,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,0.8571428571428571,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
mc1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mc2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.020942408376963352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01785714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mw1.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poi-1.5.csv,0.6666666666666666,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.29787234042553196,0.3056768558951965,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5058823529411766,0.5119047619047619,0.23255813953488372,0.1793103448275862,0.18637992831541217,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2638888888888889,0.3611111111111111,0.19314641744548286,0.4153498871331828,0.3594266813671444,0.06896551724137931,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7167630057803468,0.1171875,0.20408163265306123,0.49307479224376727,0.38947368421052636,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3056768558951965,0.3928571428571428,0.4965517241379311,0.9567430025445292,0.631578947368421,0.7333333333333334,0.7476979742173112,0.04523107177974434,0.5119047619047619,0.18637992831541217,,0.2108262108262108,0.7828843106180665,0.7773167358229599,0.8571428571428571,0.7840909090909092,0.5032679738562091,0.26410564225690275,0.6504201680672269,0.6171875,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8515625000000001
poi-2.0.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
poi-2.5.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,0.9593908629441625,0.6363636363636364,0.7365728900255754,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,,0.7773167358229599,0.8571428571428571,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
poi-3.0.csv,0.6666666666666666,0.212987012987013,0.22282608695652173,0.5663716814159292,0.3410981697171381,0.309752444718527,0.35371271419504974,0.29914529914529914,0.3056768558951965,0.16710875331564987,0.014553237025147138,0.04523107177974434,0.5058823529411766,0.5119047619047619,0.2317188983855651,0.18620689655172412,0.19354838709677416,0.24398826979472144,0.5789473684210525,0.45348837209302323,0.27777777777777773,0.35944700460829493,0.191358024691358,0.4117647058823529,0.3626373626373626,0.07428571428571427,0.5242718446601942,0.28346456692913385,0.3246527777777778,0.22282608695652173,0.7167630057803468,0.125,0.19948849104859334,0.49307479224376727,0.38947368421052636,0.39999999999999997,0.2270531400966184,0.04382470119521912,0.35371271419504974,0.3056768558951965,0.3928571428571428,0.4965517241379311,0.9567430025445292,0.631578947368421,0.7333333333333334,0.7384044526901671,0.04523107177974434,0.5119047619047619,0.19354838709677416,0.7427055702917772,0.2057142857142857,0.7816455696202532,,0.8538011695906432,0.7943661971830986,0.5032679738562091,0.2620192307692308,0.6504201680672269,0.6342592592592593,0.993912562257886,0.638655462184874,0.2778864970645793,0.2610364683301344,0.8504398826979472
velocity-1.4.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,0.9593908629441625,0.6363636363636364,0.7365728900255754,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
velocity-1.5.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,0.9593908629441625,0.6363636363636364,0.7365728900255754,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,0.8571428571428571,,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
velocity-1.6.csv,0.0,0.0,0.0,0.0,0.00966183574879227,0.0011363636363636363,0.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,0.0,0.008130081300813009,0.0,0.0,0.009523809523809525,0.08695652173913045,0.0,0.0,0.0,0.0,0.0,0.011976047904191616,0.0,0.0,0.0136986301369863,0.010582010582010583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.018018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xalan-2.4.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
xalan-2.5.csv,0.7664670658682634,0.4864864864864865,0.44247787610619466,0.6969696969696969,0.5018181818181818,0.10395803528850739,0.12218327491236855,0.5185185185185185,0.5283018867924528,0.9473684210526315,0.05915178571428571,0.25,0.5614035087719298,0.5614035087719298,0.48214285714285715,0.4660194174757281,0.4791666666666667,0.4964028776978417,0.16,0.736842105263158,0.41758241758241754,0.6548672566371682,0.5321100917431193,0.8466257668711656,0.5907172995780592,0.27083333333333337,0.4730538922155689,0.6042553191489362,0.5427509293680297,0.4869565217391304,0.7518796992481204,0.3595505617977528,0.6785714285714285,0.8750000000000001,0.9324324324324323,0.9324324324324325,0.7460317460317459,0.2268041237113402,0.12218327491236855,0.5283018867924528,0.6346153846153846,0.6792452830188679,0.5405405405405406,0.8571428571428571,0.6575342465753424,0.5236363636363637,0.25,0.5614035087719298,0.4791666666666667,0.7012987012987012,0.5714285714285714,0.4770642201834862,0.46875000000000006,0.7017543859649122,0.7377777777777779,0.840764331210191,0.7666666666666666,,0.5445205479452055,0.3104421448730009,0.7530864197530864,0.608187134502924,0.64,0.3352380952380952
xalan-2.6.csv,0.7738095238095238,0.5,0.45614035087719296,0.7035175879396984,0.5072463768115942,0.09995147986414361,0.1115089514066496,0.5321100917431192,0.5420560747663551,0.955223880597015,0.06347305389221557,0.26976744186046514,0.5739130434782608,0.5739130434782608,0.486646884272997,0.4660194174757281,0.4948453608247422,0.5017921146953406,0.08695652173913045,0.7434554973821988,0.4347826086956522,0.6428571428571429,0.5454545454545454,0.853658536585366,0.5966386554621849,0.2680412371134021,0.4730538922155689,0.6101694915254238,0.5522388059701493,0.5087719298245614,0.7611940298507462,0.3516483516483517,0.6902654867256637,0.8819875776397516,0.9395973154362416,0.9395973154362416,0.761904761904762,0.2268041237113402,0.1115089514066496,0.5420560747663551,0.6538461538461539,0.691588785046729,0.5461538461538461,0.8641975308641977,0.6636363636363636,0.5289855072463767,0.26976744186046514,0.5739130434782608,0.4948453608247422,0.7099567099567099,0.588235294117647,0.5045045045045045,0.48453608247422675,0.7017543859649122,0.743362831858407,0.8481012658227848,0.7734806629834254,0.39919354838709675,,0.3308550185873606,0.7682926829268294,0.608187134502924,0.6666666666666666,0.3384030418250951
xalan-2.7.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,0.9593908629441625,0.6363636363636364,0.7365728900255754,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,0.8571428571428571,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,,0.6443514644351465,0.2778864970645793,0.264367816091954,0.8526829268292683
xerces-1.0.csv,0.7664670658682634,0.5045045045045046,0.4642857142857143,0.6969696969696969,0.5018181818181818,0.08481675392670157,0.10320478001086367,0.5420560747663551,0.5523809523809524,0.9473684210526315,0.07133243606998654,0.3005181347150259,0.5688073394495413,0.5740740740740741,0.4666666666666667,0.4752475247524753,0.5,0.4964028776978417,0.16666666666666669,0.736842105263158,0.4285714285714286,0.6545454545454545,0.5555555555555556,0.8466257668711656,0.5907172995780592,0.2888888888888889,0.4890282131661442,0.6153846153846154,0.5399239543726235,0.5178571428571428,0.06153846153846154,0.3636363636363636,0.6964285714285714,0.8750000000000001,0.9583333333333334,0.9324324324324325,0.7804878048780487,0.22916666666666669,0.10320478001086367,0.5523809523809524,0.6534653465346534,0.1,0.5461538461538461,0.8571428571428571,0.638888888888889,0.5073529411764706,0.3005181347150259,0.5740740740740741,0.5,0.6851851851851852,0.5982905982905983,0.4954682779456193,0.4444444444444444,0.6933333333333334,0.7321428571428571,0.8589743589743589,0.7734806629834254,0.39591836734693875,0.4991023339317774,0.31677600749765694,,0.6,0.7189542483660131,0.36802973977695164
xerces-1.2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
xerces-1.3.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
xerces-1.4.csv,0.6712328767123288,0.21761658031088082,0.22764227642276422,0.5695364238410596,0.342477140482128,0.30990133897110644,0.35371271419504974,0.3050847457627119,0.3130434782608696,0.1695364238410596,0.014553237025147138,0.04523107177974434,0.5146198830409356,0.5207100591715976,0.23255813953488372,0.18556701030927836,0.19285714285714284,0.24501758499413834,0.5641025641025641,0.45647969052224363,0.2758620689655173,0.36697247706422015,0.19692307692307692,0.4153498871331828,0.36443468715697036,0.07386363636363637,0.5242718446601942,0.28515240904621436,0.3261058109280139,0.22764227642276422,0.7241379310344828,0.1245136186770428,0.20408163265306123,0.4972375690607735,0.39370078740157477,0.40409207161125316,0.23132530120481928,0.04373757455268389,0.35371271419504974,0.3130434782608696,0.40236686390532544,0.5068493150684932,0.9593908629441625,0.6363636363636364,0.7365728900255754,0.7476979742173112,0.04523107177974434,0.5207100591715976,0.19285714285714284,0.7460317460317459,0.2108262108262108,0.7835703001579779,0.7773167358229599,0.8571428571428571,0.797752808988764,0.50814332247557,0.26410564225690275,0.6504201680672269,0.6342592592592593,0.993912562257886,0.6443514644351465,0.2778864970645793,0.264367816091954,
